Código Unb;Armazém;Código Região;Id Catálogo;Nome Catálogo;Código;Descrição;Ativo;Item Geral;Geral para regiões;Retornável;Descartavel;Camadas;Quantidade Palete;Quantidade Palete Dúzia;Fator;Código embalagem;Código tipo embalagem;Embalagem;Grupo;Subgrupo;Embalagem/Tipo produto;Altura do palete;Quantidade de Lastros/Camadas;Largura do item;Altura do item;Comprimento do item;Peso bruto do item;Base palete;Topo Palete;Barril;Água/Isotônico;Tipo Caixa;Quantidade de unidades por caixa;Fator14;Quantidade14;Fator21;Quantidade21;Fator28;Quantidade28;Fator35;Quantidade35;Fator42;Quantidade42;Código subtipo;Descrição subtipo;Ocupação extra;Pré-picking Marketplace
546;CDD-Olinda;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
800;CDD Votorantim - VT;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
724;CDD-Niteroi;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
303;CDD-Barueri;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;0.0;;0.0;;0.0;;0.0;;0.0;;;;False;False
295;CDD-Barreiras;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;0.0;;0.0;;0.0;;0.0;;0.0;;;;False;False
970;CDD-Sul SP;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
908;CDL AS Minas - AA;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
495;CDL-Itaperuna;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;279;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4   ;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
;;;2.0;Brasil;280;BRAHMA CHOPP LONG NECK 355ML SIX-PACK CAIXA C/4 EX;True;True;False;False;True;0;0;84;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.96;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
;;;2.0;Brasil;285;BRAHMA BOCK LONG NECK 355ML SIX-PACK CAIXA C/4;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;292;BRAHMA CHOPP LONG NECK 355ML TWELVE-PACK;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;295;BRAHMA CHOPP LONG NECK 355ML BANDEJA C/24;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.94;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;296;BRAHMA CHOPP LN 355 CX C/24;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;347;SUKITA PET 1L CAIXA C/12;True;True;False;False;True;7;84;84;12.0;5002.0;5002.0;Pet 1,0L + àgua 330;50.0;5002.0;5002 - Pet 1,0L + àgua 330 (Tipo: 5002 - Pet 1,0L + àgua 330);1.87;12;26.3;24.2;40.0;13.1;False;False;False;False;;;1.1667;24.0;0.875;48.0;0.9333;60.0;0.9722;72.0;1.0;84.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;352;B.I.B.7UP 20 LTS;True;False;True;False;True;4;24;24;1.0;6021.0;6021.0;BIB;60.0;602.0;6021 - BIB (Tipo: 6021 - BIB);1.0;6;1.0;1.0;1.0;1.0;False;False;False;False;;;4.6667;6.0;7.0;6.0;4.6667;12.0;3.8889;18.0;3.5;24.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;352;B.I.B.7UP 20 LTS;True;False;True;False;True;4;24;24;1.0;1051.0;1051.0;ROS - BIB ;10.0;105.0;1051 - ROS - BIB  (Tipo: 1051 - ROS - BIB );1.0;6;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;7.0;6.0;4.6667;12.0;3.8889;18.0;3.5;24.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;353;B.I.B.PEPSI 20 LTS;True;False;True;False;True;4;24;24;1.0;6021.0;6021.0;BIB;60.0;602.0;6021 - BIB (Tipo: 6021 - BIB);1.0;6;1.0;1.0;1.0;1.0;False;False;False;False;;;4.6667;6.0;7.0;6.0;4.6667;12.0;3.8889;18.0;3.5;24.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;353;B.I.B.PEPSI 20 LTS;True;False;True;False;True;4;24;24;1.0;1051.0;1051.0;ROS - BIB ;10.0;105.0;1051 - ROS - BIB  (Tipo: 1051 - ROS - BIB );1.0;6;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;7.0;6.0;4.6667;12.0;3.8889;18.0;3.5;24.0;;;False;False
;;;2.0;Brasil;355;PEPSI COLA LATA 350ML BANDEJA C/24;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;9.28;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;True;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
157;CDD Maceio - ZM;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
112;CDD-Londrina;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
659;CDD Uberlandia - XU;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
771;CDD-Norte SP;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
849_old;(Desativado) CDD Manaus - MD;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
543;CDD-Presidente Prudente;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
546;CDD-Olinda;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;0.0;;0.0;;0.0;;0.0;;0.0;;;;False;False
800;CDD Votorantim - VT;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;0.0;;0.0;;0.0;;0.0;;0.0;;;;False;False
724;CDD-Niteroi;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
303;CDD-Barueri;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
295;CDD-Barreiras;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
970;CDD-Sul SP;;2.0;Brasil;361;BRAHMA EXTRA LONG NECK 355ML SIX-PACK BANDEJA C/4 ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.87;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
;;;2.0;Brasil;362;BRAHMA EXTRA LONG NECK 355ML BANDEJA C/24;True;True;False;False;True;0;0;0;0.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;13.95;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;370;MALZBIER BRAHMA LONG NECK 355ML TWELVE-PACK;True;True;False;False;True;0;0;0;0.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;7.19;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;CERVEJA COM ALCOOL;False;False
;;1000;12.0;SAZ - Bolivia;370;MALTIN 620CC RET X12;True;False;True;True;False;5;55;55;12.0;1200.0;1200.0;GRB 620 - 710n;10.0;1200.0;1200 - GRB 620 - 710n (Tipo: 1200 - GRB 620 - 710n);1.0;11;1.0;1.0;1.0;14.9;False;False;False;False;;;2.5455;11.0;1.9091;22.0;1.697;33.0;1.5909;44.0;1.5273;55.0;;;False;False
16;CD Oruro;;12.0;SAZ - Bolivia;370;MALTIN 620CC RET X12;True;False;True;True;False;5;55;55;12.0;1200.0;1200.0;GRB 620 - 710n;10.0;1200.0;1200 - GRB 620 - 710n (Tipo: 1200 - GRB 620 - 710n);1.0;11;1.0;1.0;1.0;14.9;False;False;False;False;;;2.5455;11.0;1.9091;22.0;1.697;33.0;1.5556;45.0;1.5273;55.0;;;False;False
;;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;True;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
157;CDD Maceio - ZM;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
112;CDD-Londrina;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
659;CDD Uberlandia - XU;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
771;CDD-Norte SP;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
849_old;(Desativado) CDD Manaus - MD;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
543;CDD-Presidente Prudente;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
546;CDD-Olinda;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.1667;24.0;0.875;48.0;0.9333;60.0;0.9722;72.0;1.0;84.0;;;False;False
800;CDD Votorantim - VT;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
724;CDD-Niteroi;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
303;CDD-Barueri;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
295;CDD-Barreiras;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
970;CDD-Sul SP;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
763;CDD-Araraquara ;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;False;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;True;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
495;CDL-Itaperuna;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.3333;42.0;1.0;70.0;1.0;84.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;371;MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;True;False;False;False;True;7;84;84;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.68;12;25.9;24.0;38.2;13.94;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
;;;2.0;Brasil;372;MALZBIER BRAHMA LONG NECK 355ML BANDEJA C/24;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;378;SKOL LONG NECK 355ML TWELVE-PACK;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;7.07;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;381;PEPSI COLA LATA 350ML TWELVE-PACK CARTAO;True;True;False;False;True;0;0;0;0.0;32.0;2.0;LATA 355;2.0;2.0;32 - LATA 355 (Tipo: 2 - REFRIGERANTE);0.0;0;0.0;0.0;0.0;4.66;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;REFRIGERANTE;False;False
;;;2.0;Brasil;389;SKOL LONG NECK 355ML BANDEJA C/24;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.94;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;True;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;;;False;False
157;CDD Maceio - ZM;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
112;CDD-Londrina;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
659;CDD Uberlandia - XU;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
771;CDD-Norte SP;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
849_old;(Desativado) CDD Manaus - MD;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
543;CDD-Presidente Prudente;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
546;CDD-Olinda;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;0.0;;0.0;;0.0;;0.0;;0.0;;;;False;False
800;CDD Votorantim - VT;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
724;CDD-Niteroi;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
303;CDD-Barueri;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
295;CDD-Barreiras;;2.0;Brasil;392;SKOL LONG NECK 355ML SIX-PACK CAIXA C/4           ;True;False;False;False;True;7;84;84;24.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);1.68;12;25.9;24.0;38.2;13.59;False;False;False;False;;;1.17;;0.88;;0.93;;0.97;;1.0;;;;False;False
