Código Unb;Armazém;Código Região;Id Catálogo;Nome Catálogo;Código;Descrição;Ativo;Item Geral;Geral para regiões;Retornável;Descartavel;Camadas;Quantidade Palete;Quantidade Palete Dúzia;Fator;Código embalagem;Código tipo embalagem;Embalagem;Grupo;Subgrupo;Embalagem/Tipo produto;Altura do palete;Quantidade de Lastros/Camadas;Largura do item;Altura do item;Comprimento do item;Peso bruto do item;Base palete;Topo Palete;Barril;Água/Isotônico;Tipo Caixa;Quantidade de unidades por caixa;Fator14;Quantidade14;Fator21;Quantidade21;Fator28;Quantidade28;Fator35;Quantidade35;Fator42;Quantidade42;Código subtipo;Descrição subtipo;Ocupação extra;Pré-picking Marketplace
;;2200;;;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;125;125;0.07;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;25;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.672;125.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2;28.0;0.3;56.0;0.4;84.0;0.5;112.0;0.6;140.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;76386;Vino MM Cordero con piel de Lobo Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;7034.0;7034.0;STFE- VINO CAJA ALTURA 30-31;70.0;703.0;7034 - STFE- VINO CAJA ALTURA 30-31 (Tipo: 7034 - STFE- VINO CAJA ALTURA 30-31);1.0;28;1.0;1.0;1.0;1.0;True;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76387;Vino MM Perro Callejero Malbec 750cc6 S;True;False;True;False;True;5;140;140;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2;28.0;0.3;56.0;0.4;84.0;0.5;112.0;0.6;140.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76387;Vino MM Perro Callejero Malbec 750cc6 S;True;False;True;False;True;5;140;140;6.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76387;Vino MM Perro Callejero Malbec 750cc6 S;True;False;True;False;True;5;140;140;6.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76387;Vino MM Perro Callejero Malbec 750cc6 S;True;False;True;False;True;5;140;140;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;76387;Vino MM Perro Callejero Malbec 750cc6 S;True;False;True;False;True;5;140;140;6.0;7034.0;7034.0;STFE- VINO CAJA ALTURA 30-31;70.0;703.0;7034 - STFE- VINO CAJA ALTURA 30-31 (Tipo: 7034 - STFE- VINO CAJA ALTURA 30-31);1.0;28;1.0;1.0;1.0;1.0;True;False;False;False;;;1.0;28.0;0.75;56.0;0.6667;84.0;0.625;112.0;0.6;140.0;;;False;False
;;2200;;;76387;Vino MM Perro Callejero Malbec 750cc6;True;False;True;False;True;5;140;140;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2;28.0;0.3;56.0;0.4;84.0;0.5;112.0;0.6;140.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76388;Vino MM Mosquita Muerta 750cc3;True;False;True;False;True;11;110;110;3.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2545;70.0;0.3818;80.0;0.5091;90.0;0.6364;100.0;0.7636;110.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76388;Vino MM Mosquita Muerta 750cc3;True;False;True;False;True;11;110;110;3.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76388;Vino MM Mosquita Muerta 750cc3;True;False;True;False;True;11;110;110;3.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76388;Vino MM Mosquita Muerta 750cc3;True;False;True;False;True;11;110;110;3.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
;;2200;;;76388;Vino MM Mosquita Muerta 750cc3;True;False;True;False;True;11;110;110;0.08;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76389;Vino MM Sapo de otro pozo  750cc3;True;False;True;False;True;11;110;110;3.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2545;70.0;0.3818;80.0;0.5091;90.0;0.6364;100.0;0.7636;110.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76389;Vino MM Sapo de otro pozo  750cc3;True;False;True;False;True;11;110;110;3.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76389;Vino MM Sapo de otro pozo  750cc3;True;False;True;False;True;11;110;110;3.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76389;Vino MM Sapo de otro pozo  750cc3;True;False;True;False;True;11;110;110;3.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.4;70.0;0.525;80.0;0.6222;90.0;0.7;100.0;0.7636;110.0;;;False;False
;;2200;;;76389;Vino MM Sapo de otro pozo  750cc3;True;False;True;False;True;11;110;110;3.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2545;70.0;0.3818;80.0;0.5091;90.0;0.6364;100.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76390;Vino Benjamin Nieto Senetiner Malbec 750cc6;True;False;True;False;True;5;56;56;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;0.5;12.0;0.75;23.0;1.0;34.0;1.25;45.0;1.5;56.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76390;Vino Benjamin Nieto Senetiner Malbec 750cc6;True;False;True;False;True;5;56;56;6.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;2.3333;12.0;1.8261;23.0;1.6471;34.0;1.5556;45.0;1.5;56.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76390;Vino Benjamin Nieto Senetiner Malbec 750cc6;True;False;True;False;True;5;56;56;6.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;2.3333;12.0;1.8261;23.0;1.6471;34.0;1.5556;45.0;1.5;56.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76390;Vino Benjamin Nieto Senetiner Malbec 750cc6;True;False;True;False;True;5;56;56;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;2.3333;12.0;1.8261;23.0;1.6471;34.0;1.5556;45.0;1.5;56.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76397;Sidra Lata 1930 Demi Sec 355 4x6;True;False;True;False;True;10;110;110;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.7636;110.0;;;False;False
30;CD Santos Lugares;;10.0;SAZ - Argentina;76397;Sidra Lata 1930 Demi Sec 355 4x6;True;False;True;False;True;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.6462;130.0;;;False;False
;;2200;;;76397;Sidra Lata 1930 Demi Sec 355 4x6;True;False;True;False;True;10;110;110;0.76;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76398;SIDRA 1930 355 DOLCE 4X6 TERMO;True;False;True;False;True;10;130;130;24.0;5027.0;5027.0;LATAS MTK;50.0;502.0;5027 - LATAS MTK (Tipo: 5027 - LATAS MTK);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.6462;130.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76398;SIDRA 1930 355 DOLCE 4X6 TERMO;True;False;True;False;False;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;True;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.6462;130.0;;;False;False
19;CD Tucuman;;10.0;SAZ - Argentina;76398;SIDRA 1930 355 DOLCE 4X6 TERMO;True;False;True;False;True;10;130;130;24.0;7042.0;7042.0;CH MKT - LATAS;70.0;704.0;7042 - CH MKT - LATAS (Tipo: 7042 - LATAS);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.6462;130.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;76398;SIDRA 1930 355 DOLCE 4X6 TERMO;True;False;True;False;True;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.6462;130.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;76398;SIDRA 1930 355 DOLCE 4X6 TERMO;True;False;True;False;True;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2154;130.0;0.3231;130.0;0.4308;130.0;0.5385;130.0;0.6462;130.0;;;False;False
;;2200;;;76399;SIDRA 1930 PERA LATA 355cc 4X6;True;False;True;False;True;10;110;110;0.76;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76399;SIDRA 1930 PERA LATA 355cc 4X6;True;False;True;False;True;10;110;110;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;11;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.7636;110.0;;;False;False
30;CD Santos Lugares;;10.0;SAZ - Argentina;76399;SIDRA 1930 PERA LATA 355cc 4X6;True;False;True;False;True;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.6462;130.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76408;SIDRA 1930 DS X6 355 TERMO IMP;True;False;True;False;True;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1061;264.0;0.1364;308.0;0.1591;352.0;0.1768;396.0;0.1909;440.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;76408;SIDRA 1930 DS X6 355 TERMO IMP;True;False;True;False;False;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;True;False;False;;;0.1061;264.0;0.1364;308.0;0.1591;352.0;0.1768;396.0;0.1909;440.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;76408;SIDRA 1930 DS X6 355 TERMO IMP;True;False;True;False;True;10;440;440;6.0;5112.0;5112.0;ROS - FRACC 354;51.0;520.0;5112 - ROS - FRACC 354 (Tipo: 5112 - ROS - FRACC 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;0.0636;440.0;0.0955;440.0;0.1273;440.0;0.1591;440.0;0.1909;440.0;;;False;False
;;2200;;;76408;FRACCION SIDRA 1930DEMI SEC LATA 355 X 6;True;False;True;False;True;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.1909;440.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76409;(FRACC)SIDRA DOLCE X6 FRACION 355 S;True;False;True;False;True;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;0.0636;264.0;0.0955;308.0;0.1273;352.0;0.1591;396.0;0.1909;440.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76409;(FRACC)SIDRA DOLCE X6 FRACION 355 S;True;False;True;False;True;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;0.0636;264.0;0.0955;308.0;0.1273;352.0;0.1591;396.0;0.1909;440.0;;;False;False
20;CD Santa Fe;;10.0;SAZ - Argentina;76409;(FRACC)SIDRA DOLCE X6 FRACION 355 S;True;False;True;False;False;10;440;440;6.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;44;1.0;1.0;1.0;1.0;False;True;False;False;;;0.1061;264.0;0.1364;308.0;0.1591;352.0;0.1768;396.0;0.1909;440.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;76409;(FRACC)SIDRA DOLCE X6 FRACION 355 S;True;False;True;False;True;10;440;440;6.0;5112.0;5112.0;ROS - FRACC 354;51.0;520.0;5112 - ROS - FRACC 354 (Tipo: 5112 - ROS - FRACC 354);1.0;44;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1061;264.0;0.1364;308.0;0.1591;352.0;0.1768;396.0;0.1909;440.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76410;(FRACC) SIDRA 1930 PERA X6 355CC TERMO TRANS;True;False;True;False;True;10;130;130;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.6462;130.0;;;False;False
8;CD Rosario;;10.0;SAZ - Argentina;76410;(FRACC) SIDRA 1930 PERA X6 355CC TERMO TRANS;True;False;True;False;True;10;130;130;24.0;5112.0;5112.0;ROS - FRACC 354;51.0;520.0;5112 - ROS - FRACC 354 (Tipo: 5112 - ROS - FRACC 354);1.0;13;1.0;1.0;1.0;1.0;False;False;False;False;;;0.359;78.0;0.4615;91.0;0.5385;104.0;0.5983;117.0;0.6462;130.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76411;MIK LEM 6X4 355;True;False;True;False;True;13;117;117;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;9;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2393;81.0;0.359;90.0;0.4786;99.0;0.5983;108.0;0.7179;117.0;;;False;False
;;2200;;;76411;MIKE´S HARD LIMONADA+VODKA LATA 355 6X4;True;False;True;False;True;10;120;120;0.7;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;12;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7;120.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76412;MIK LEM X24 355;True;False;True;False;True;13;117;117;24.0;5023.0;5023.0;LATA 354;50.0;502.0;5023 - LATA 354 (Tipo: 5023 - LATA 354);1.0;9;1.0;1.0;1.0;1.0;False;False;False;False;;;0.3457;81.0;0.4667;90.0;0.5657;99.0;0.6481;108.0;0.7179;117.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76439;ACEITE CLASICO BT OLIOVITA X12 500CC;True;False;True;False;True;5;100;100;12.0;7021.0;7021.0;CH MKT - CAJAS LIVIANAS;70.0;702.0;7021 - CH MKT - CAJAS LIVIANAS (Tipo: 7021 - CAJAS LIVIANAS);1.0;5;1.0;1.0;1.0;1.0;False;False;False;False;;;0.35;80.0;0.4941;85.0;0.6222;90.0;0.7368;95.0;0.84;100.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76439;ACEITE CLASICO BT OLIOVITA X12 500CC;True;False;True;False;True;5;100;100;12.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;5;1.0;1.0;1.0;1.0;False;False;False;False;;;0.35;80.0;0.4941;85.0;0.6222;90.0;0.7368;95.0;0.84;100.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76447;VINO TERMIDOR TINTO 12X1;True;False;True;False;True;6;90;90;12.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;15;1.0;1.0;1.0;1.0;False;False;False;False;;;0.3111;30.0;0.4667;45.0;0.6222;60.0;0.7778;75.0;0.9333;90.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76447;VINO TERMIDOR TINTO 12X1;True;False;True;False;True;6;90;90;12.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;15;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9333;90.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76447;VINO TERMIDOR TINTO 12X1;True;False;True;False;True;6;90;90;12.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;15;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9333;90.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76447;VINO TERMIDOR TINTO 12X1;True;False;True;False;True;6;90;90;12.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;15;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9333;90.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;76456;Vino Finca Los Gigantes Roble Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1867;30.0;0.28;60.0;0.3733;90.0;0.4667;120.0;0.56;150.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;76456;Vino Finca Los Gigantes Roble Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.7;60.0;0.6222;90.0;0.5833;120.0;0.56;150.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;76456;Vino Finca Los Gigantes Roble Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.7;60.0;0.6222;90.0;0.5833;120.0;0.56;150.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;76456;Vino Finca Los Gigantes Roble Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.9333;30.0;0.7;60.0;0.6222;90.0;0.5833;120.0;0.56;150.0;;;False;False
;;2200;;;76456;Vino Finca Los Gigantes Roble Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1867;30.0;0.28;60.0;0.3733;90.0;0.4667;120.0;0.56;150.0;;;False;False
;;2200;;;76459;Vino Norton Elegido Malbec 750cc6;True;False;True;False;True;5;150;150;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1867;30.0;0.28;60.0;0.3733;90.0;0.4667;120.0;0.56;150.0;;;False;False
;;2200;;;76461;VINO NORTON ELEG CHARDONAY 750 X6;True;False;True;False;True;5;150;150;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;30;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1867;30.0;0.28;60.0;0.3733;90.0;0.4667;120.0;0.56;150.0;;;False;False
