Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
"CARACU LONG NECK 355ML SIX-PACK BANDEJA C/4       ";CARACU LONG NECK 355ML CX24;620;620;False;True;False;0;8;13,90999984741211;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7891149210367;C;;;;;
MALZBIER BRAHMA LONG NECK 355ML SIX-PACK C/24;MALZBIER LONG NECK 355ML CX24;371;371;False;True;False;0;1;14;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7891149040360;C;;;;;
PUROCOCO AGUA DE COCO C MARACUJA TETRAPACK 180ML C;PACMA TPK180MLC;31016;31016;False;True;False;0;;5,103000164031982;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PUROCOCO AGUA DE COCO C MORANGO TETRAPACK 180ML CX;PACMOR TPK180ML;31018;31018;False;True;False;0;;4,994999885559082;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
AGUA MIN MAR DOCE S/GAS PET 500ML CAIXA C/24;AGUA M DOCE PT5;1980;1980;False;True;False;;;12;False;False;False;Descartável;Produto Acabado;Insumos;;Brasil;False;;;;;;;
SERESTEIRO CONHAQUE GFA VDR 900ML CX 6;SERCO GFAVDR900;31040;31040;False;True;False;;;8,501999855041504;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;17896547500215;;;;;;
BUDWEISER 300ML;BUDWEISER 300ML;29700;29700;False;True;False;0;;14,5;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
FORTALEZA CREAM CRACKER PCT 350G CX 24;FOCCR PCT350GCX;30385;30385;False;False;False;;;8,890000343322754;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
DELICITOS SALG DE TRIGO CHURRASCO PCT PLAST 50G CX;DELSTCHU PCTPL5;30212;30212;False;False;False;;;1,2480000257492065;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
DELICITOS SALG DE TRIGO QUEIJO PCT PLAST 50G CX/24;DELSTQUE PCTPL5;30214;30214;False;False;False;;;1,2480000257492065;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
"DELICITOS SALG DE TRIGO CALABRESA PICAN PCT PLAST ";DELSTCAPI PCTPL;30209;30209;False;False;False;;;1,2480000257492065;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA LEITE EM PO INTEGRAL PCT 400G FD25;PIRLEPOINT PCT4;29465;29465;False;True;False;0;;10,324999809265137;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
GALLO AZEITE DE OLIVA EXT VIRG 200 ANOS GFA VDR 50;GAZOEXV200A GFA;30031;30031;False;True;False;0;;0,8199999928474426;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;5601252118977;;;;;;
VITARELLA CREAM CRACKER TRADICIONAL PCT 350G CX 24;VITARELLA CREAM CRACKER TRADICIONAL PCT 350G CX 24;30136;30136;False;True;False;0;;8,496000289916992;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;30;
BBLEND AGUA DE COCO CAPSULA 28,0 ML CX C 10;BBAC CAP28,0MLC;17298;17298;False;False;False;360;;0,03999999910593033;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7898960329261;;;;;;
LATA MET. BRAHMA EXPORTACAO DG 473 ML;LMBED473ML 473;26469;26469;False;False;False;365;;11,19999981;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;1;;;;;;
HOEGAARDEN WHITE OW 330ML CX C/24 NEW IMP;HOE WHIT OW330;30255;30255;False;True;False;;;13,300000190734863;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
KEROCOCO AGUA DE COCO TETRAPK 200ML CX27	;KEROCOCO AGUA DE COCO 200ml;29408;29408;False;True;False;0;;;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;27896828000011;;;;;;
OREO ORIGINAL BISCOITO RECHEADO PACOTE 36G CX8;OREO ORIGINAL BISCOITO RECHEADO PACOTE 36G CX8;28700;28700;False;True;False;240;;;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
GUARANA ANTARCTICA ZERO PET 1,5 SHRINK C/6 EXPORTA;GAZR PT1,5 SK6;29812;29812;False;True;False;0;;9,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7891991305044;;;;;;
"SUKITA PET 2L CAIXA C/6                           ";"SUKITA PET 2L CAIXA C/6            ";503;503;False;True;False;0;10;12,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7891149440801;B;;;;;
FLOR DE YPE FLOR MACA FRAMB PUMP SAB LIQ FRASCO PL;FYFMFPSL FRPL25;30681;30681;False;True;False;0;;3,359999895095825;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE BISCOITO MINI ROLADINHO DE GOIAB PACOTE 25;PBMRDG PCT25GCX;31038;31038;False;True;False;0;;0,5400000214576721;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
"STELLA ARTOIS LT 269ML CX C/8 FRIDGE PACK         ";STELLA ARTOIS LT 269ML C/8;1699;1699;False;False;False;;8;2,2200000286102295;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891149103072;C;;;;;
"ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL         ";ANTARCTICA  LT 350ML C/12;9067;9067;False;True;False;;10;4,489999771118164;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991002141;C;;;;;
BRAHMA ZERO LATA SHRINK 350;LATA 350- ZERO BRAHMA LATA;12948;12948;False;True;False;;8;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891149104949;C;;;;;
" SUBZERO LT 269ML SH C15 NPAL           ";SUBZERO LT 269ML CX15;11503;11503;False;True;False;;8;4,289999961853027;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;B;;;;;
UNIAO ACUCAR REFINADO PCT PLAST 5KG;UNIAO ACUCAR REFINADO PCT PLAST 5KG;29865;29865;False;True;False;0;;;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
PEPSI BLACK PET 2L CAIXA C/6 007 REPACK;PEBL PT2 CX6 00;29910;29910;False;True;False;;;12,789999961853027;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
ORIGINAL LT 473ML SH C/12 NPAL;ORIGINAL LT473S;20569;20569;False;False;False;360;;5,980000019073486;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991303521;;;;;;
NOVECENTO VINHO ARGENTINO BLEND DE BLANC GFA VD 75;NVVABDB GFAVD75;30904;30904;False;False;False;365;;1,1360000371932983;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717153771;;;;;;
DANTE ROBINO BONARDA GFA VD 750 ML;DNTRBB GFAVD750;30718;30718;False;True;False;0;;1,3259999752044678;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717151081;;;;;;
DANTE ROBINO WHITE BLEND GFA VD 750 ML;DNTRWB GFAVD750;30720;30720;False;True;False;0;;1,2100000381469727;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717151104;;;;;;
DANTE ROBINO LEGADO BLEND DE BLANCAS GFA VD 750 ML;DRLBDB GFAVD750;30721;30721;False;True;False;0;;1,4259999990463257;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717153856;;;;;;
"DANTE ROBINO LEGADO CABERNET SAUVIGNON GFA VD 750 ";DRLCS GFAVD750M;30722;30722;False;True;False;0;;1,4259999990463257;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717153863;;;;;;
DANTE ROBINO LEGADO BONARDA GFA VD 750 ML;DRLBO GFAVD750M;30723;30723;False;True;False;0;;1,4259999990463257;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717001218;;;;;;
DANTE ROBINO LEGADO MALBEC GFA VD 750 ML;DRLM GFAVD750ML;30724;30724;False;True;False;0;;1,4259999990463257;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7790717000730;;;;;;
51 ICE GIN TONICA LAT 269ML CX 6;51IGT LAT269MLC;30010;30010;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
51 ICE LIMAO LAT 269ML CX 6;51CFMI LAT269ML;30012;30012;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7896002111133;;;;;;
51 ICE KIWI LAT 269ML CX 6;51CKI LAT269MLC;30014;30014;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7896002111188;;;;;;
51 ICE BALADA LAT 269ML CX 6;51ICB LAT269MLC;30016;30016;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7896002111201;;;;;;
51 ICE MACA VERDE GARRAFA VD 275ML CX C6;51MAVE GFVD275M;30047;30047;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002111904;;;;;;
51 ICE XVT LT 269 ML CX C/6;51ICXVT L269MLC;30061;30061;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
51 ICE FRUIT MIX MORANGO + LARANJA GARRAFA VD 275M;51ICFMML GFVD27;30022;30022;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002111515;;;;;;
51 ICE LIMAO GARRAFA VD 275ML CX C6;51CFMI GFVD275M;30023;30023;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002110426;;;;;;
51 ICE MARACUJA GARRAFA VD 275ML CX C6;51CMAR GFVD275M;30024;30024;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002110464;;;;;;
51 ICE TANGERINA GARRAFA VD 275ML CX C6;51ITAN GFVD275M;30025;30025;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;17896002110478;;;;;;
51 ICE BALADA GARRAFA VD 275ML CX C6;51ICB GFVD275ML;30029;30029;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002111041;;;;;;
51 ICE KIWI GARRAFA VD 275ML CX C6;51CKI GFVD275ML;30030;30030;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7896002110990;;;;;;
51 ICE CITRUS GARRAFA VD 275ML CX C6;51ICIT GFVD275M;30046;30046;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;17896002111703;;;;;;
FRUIT SHOOT SUCO MARACUJA PET 275ML CX6;FRSSMJ PET275ML;30963;30963;False;True;False;0;;1,9019999504089355;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FRUIT SHOOT SUCO UVA PET 275ML CX6;FRSSU PET275MLC;30965;30965;False;True;False;0;;1,9019999504089355;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FRUIT SHOOT SUCO LARANJA PET 275ML CX6;FRSLJ PET275MLC;30967;30967;False;True;False;0;;1,9019999504089355;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FRUIT SHOOT SUCO MORANGO PET 275ML CX6;FRSHSMG PET275M;30969;30969;False;True;False;0;;1,9019999504089355;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CADEIRA MADEIRA DOBRAVEL SPATEN 1UN DE CADEIRA PAC;CMDSP 1UNDECADP;29960;29960;False;True;False;0;;18;False;False;False;Descartável;Produto Acabado;Moveis;;Brasil;True;7898497248592;;;;;;
HEMMER AZEITONAS VERDES RECHEADAS SACHE 140G;HAVDR SACHE140G;29911;29911;False;True;False;0;;0,2939999997615814;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PERRIER JOUET CHAMPG FRANCE BLNC EPERNAY GFA VD 75;PJCFBE GFAVD750;30886;30886;False;True;False;0;;1,899999976158142;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
GALLO AZEITONA VERDE C/ CAROCO POTE VD 183G;GAZVDCC POTEVD1;29125;29125;False;True;False;1080;;0,5600000023841858;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
YPE DESINFETANTE PINHO TRADICAO FRASCO PLASTICO 50;YPEDESPITR FRSC;30666;30666;False;True;False;0;;0,5370000004768372;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7896098900604;;;;;;
YPE DESINFETANTE PINHO TRADICAO FRASCO PLAST 1L;YPEDESPITR FRAS;30665;30665;False;True;False;0;;1,0499999523162842;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HEINZ KETCHUP PICLES SACHE 7G CX C/176;HEKETPI SACH7GC;30961;30961;False;False;False;365;;1,2319999933242798;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
HEINZ MOLHO BARBECUE SACHE 7G CX C/176;HEINZ MOLHO BARBECUE SACHE 7G CX C/176;31054;31054;False;False;False;365;;1,2319999933242798;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HEINZ MOLHO BARBECUE FRASCO PLASTICO 397 G;HEINZ MOLHO BARBECUE FRASCO 397G;30124;30124;False;False;False;365;;0,4359999895095825;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
MONKEY 47 GIN SCHWARZWALD DRY GFA VDR 500ML;M47GSD GFAVDR50;30828;30828;False;True;False;0;;0,9020000100135803;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;42213277;;;;;;
QUERO ERVILHA E MILHO SACHE 170 G;QERML SACH170G;29855;29855;False;True;False;0;;0,30000001192092896;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HEINZ MOLHO BARBECUE SQUEEZE 260 G;HMBB SQUE260G;29914;29914;False;True;False;0;;0,2930000126361847;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
HEINZ MAIONESE SABOR ALHO TOSTADO C ERVA SQUEEZE 2;HMSATCE SQUE215;29923;29923;False;True;False;0;;0,24699999392032623;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
"HEINZ MAIONESE SABOR PAPRICA DEFUMADA SQUEEZE 215 ";HMSPD SQUE215G;29924;29924;False;True;False;0;;0,24699999392032623;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
NAMORADO FEIJAO PRETO T1 PACOTE PL 1KG;NAMFJPT1 PACEPL;29861;29861;False;True;False;0;;1,0099999904632568;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7896079461117;;;;;;
CARRETEIRO FEIJAO PRETO T1 PACOTE PL 1KG;CARRFPT1 PACEPL;29862;29862;False;True;False;0;;1,0099999904632568;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7896332007359;;;;;;
QUERO MAIONESE SACHE PL 700G;QUMAI SACHEPL70;29904;29904;False;True;False;0;;0,7459999918937683;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
YPE AMACIANTE TRADICIONAL DELICADO FRASCO PLASTICO;YATD FRSCPL2L;30876;30876;False;True;False;0;;2,066999912261963;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"YPE AMACIANTE TRADICIONAL TERNURA FRASCO PLASTICO ";YATT FRSCPL2L;30877;30877;False;True;False;0;;2,066999912261963;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7896098902417;;;;;;
YPE AMACIANTE TRADICIONAL ACONCHEGO FRASCO PLASTIC;YATA FRSCPL2L;30878;30878;False;True;False;0;;2,066999912261963;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"XEQUE MATE B M G MATE RUM GUARANA LIMAO LAT 355ML ";XMBMRGL LAT355M;29934;29934;False;True;False;0;;4,296000003814697;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;10798190225385;;;;;;
SELETA CACHACA PRATA GFA VIDRO 700ML;SECHPR GAFAVD70;26397;26397;False;False;False;0;;1,159999966621399;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7898010861253;;;;;;
SELETA CACHACA GFA VIDRO 700ML;SELCHC GAFAVD70;26418;26418;False;False;False;0;;1,159999966621399;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7898010861284;;;;;;
YPIOCA CACHACA 150 ANOS GFA VIDRO 700ML;YPC150A GAFAVD7;29927;29927;False;True;False;0;;1,2999999523162842;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7896383730107;;;;;;
BUBBALOO (BALA) TUTTI FRUTI DISPLAY 15G CX/12;BUBBALOO (BALA) TUTTI FRUTI DISPLAY 15G CX/12;30852;30852;False;True;False;0;;0,2150000035762787;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
BUBBALOO (BALA) MIX DISPLAY 15G CX/12;BUBBALOO (BALA) MIX DISPLAY 15G CX/12;30854;30854;False;True;False;0;;0,2150000035762787;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7622210562081;;;;;;
BUBBALOO (BALA) MORANGO DISPLAY 15G CX/12;BUBBALOO (BALA) MORANGO  15G CX/12;30856;30856;False;True;False;0;;0,2150000035762787;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7622210562074;;;;;;
ACTION YPE NEUTRO ALCOOL EM GEL ANTISSEP FRASCO DE;AYNAGA FRSCPL40;30908;30908;False;True;False;0;;0,4169999957084656;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SKOL BEATS GT LN 269ML CX 12;SKOL GT LONG NECK 269ML SIX-PACK SH C/2;29974;29974;False;True;False;0;;6,599999904632568;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
SKOL BEATS SENSES LN 269ML CX12;SK BEATS SENSES C/12 (LONG NECK);29991;29991;False;True;False;0;;6,599999904632568;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7891991305129;;;;;;
LEITBOM LEITE CONDENSADO PCT PLAST 5KG;LTBOLC PCTPLT5K;31069;31069;False;True;False;0;;5,297999858856201;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
QUERO TEMPERO COMPLETO C PIMENTA COPO PLASTICO 300;QUTCCPI COPOPLA;31070;31070;False;True;False;0;;0,328000009059906;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
QUERO TEMPERO COMPLETO S PIMENTA COPO PLASTICO 300;QUTCSPI COPOPLA;31071;31071;False;True;False;0;;0,3440000116825104;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
FLOR DE YPE ROSAS BRA E AVELA PUMP SB LQ FRASCO PL;FYRBAPSL FRASCO;31055;31055;False;True;False;0;;0,2800000011920929;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ACTION YPE SABONETE LIQ ANTIBAC ORIGINAL SACHE PLA;ACTYPSLQO SCHPL;31084;31084;False;True;False;0;;0,20999999344348907;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
QUERO MOLHO TOMATE SACHE 240 G;QMTOM SACH240G;31085;31085;False;True;False;0;;0,25;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
QUERO MOLHO DE PIMENTA FRASCO PLAST 150ML;QUMLPIM FRSCPLS;31072;31072;False;True;False;0;;0,1809999942779541;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
WALS CAFE DO SUL ONE WAY 600ML CX C/12 ARTE;WSCDS OW600CX12;20708;20708;False;False;False;360;;11,399999618530273;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
COCAMAR OLEO DE SOJA REFINADO GFA PET 900ML CX C/2;COLSREF GFPET90;28192;28192;False;False;False;;;16,920000076293945;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
ORIGINAL LT 269ML CX CARTAO C/8 NPAL;ORIGINAL LT269C;20603;20603;False;True;False;0;;2,240000009536743;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991295093;;;;;;
CHOPP BRAHMA ESCURO BARRIL KEG 30L F.NATAL;CHOPP BRAHMA ESCURO BARRIL KEG 30L F.NATAL;2094;2094;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;False;;;;;;30;
VISOR RET VIDR TEMP 65X530X15MM;VISOR RET VIDR TEMP 65X530X15MM;556358;556358;False;True;False;;0;0;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPEIRADA O HOME BEER1 VIA;CHOPEIRADA O HOME BEER1 VIA;128810;128810;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PEPSI ZERO PET 2L CAIXA C6;PEPSI ZERO PET 2L C6;9276;9276;False;True;False;;1;12,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
CHOPP .PATAGONIA BOHEMIAN PILSENER BARRIL KEG 30L N;CHOPP PATAGONIA BOHEMIAN PILSENER BARRIL KEG 30L N;17324;17324;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;7891149107544;;;;;;
POST MIXIDC 250;POST MIXIDC 250;248157;248157;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"SUBZERO LT 473ML SH C/12 NPAL          ";473ml SUBZERO;10175;10175;False;True;False;;1;5,980000019073486;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991010160;C;;;;;
BOHEMIA_ LT SLEEK 350ML SH C 12;LATA SLEEK 350 - BOHEMIA SLEEK 350ML CX12;19849;19849;False;True;False;;;4,400000095367432;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
Gpo ENV CORONA FAMILIAR GRABADA 12/940ML NR;Gpo ENV CORONA FAMILIAR GRABADA 12/940ML NR;55013754;55013754;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP BRAHMA ESCURO BARRIL KEG 50L;CHP BR ES KEG50;837;837;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP BRAHMA EXTRA RED LAGER BARRIL KEG 30L NPAL;CHBREXRELA KEG3;17594;17594;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
REFRIGERADORSKOLMINI110W11490CHB-R;REFRIGERADORSKOLMINI110W11490CHB-R;118779;118779;False;True;False;;10;;False;False;False;Descartável;SOPI;Classe Bebidas Ambev;;Brasil;True;;;;;;;
BULK FORNECEDOR 1624 GARRAFAS 635ML;BULK FORNECEDOR 1624 GARRAFAS 635ML;90000420;90000420;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"CHAPATEX  FORNECEDOR  ";"CHAPATEX  FORNECEDOR  ";176735;176735;False;True;False;;10;;False;True;False;Descartável;AG;Ativo de Giro;;Brasil;True;;;;;;;
KIT ATG GARRAFEIRA LITRÃO VAZIA 4 LAS;KIT ATG GARRAFEIRA LITRÃO VAZIA 4 LAS;90000315;90000315;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP BOHEMIA CLARO BARRIL KEG 50L;CHOPP BARRIL KEG 50L;6658;6658;False;True;False;;10;63,5;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
"PINGUIM LATA                                      ";"PINGUIM LATA                                      ";118746;118746;False;True;False;;10;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Visa Guarana Triplo 110V/60Hz V;Visa Guarana Triplo 110V/60Hz V;256837;256837;False;True;False;;0;0;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORBRASILFASTLANE GA220W458;REFRIGERADORBRASILFASTLANE GA220W458;162251;162251;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Carrinho de Fibra movel modelo Chopeira;Carrinho de Fibra movel modelo Chopeira;182041;182041;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORSKOLNORMAL220W9643CHB-;REFRIGERADORSKOLNORMAL220W9643CHB-;118785;118785;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP COLORADO EUGENIA BARRIL KEG 50L NPAL;CHCOEUG KEG50NP;16981;16981;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
"BRAHMA CHOPP ZERO 600ML GFA                      ";"BRAHMA CHOPP ZERO 600ML                           ";13478;13478;False;True;False;;10;28;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149105519;;;;;;
Visa Guarana Triplo 220Vgo60Hz;Visa Guarana Triplo 220Vgo60Hz;246645;246645;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
KIT ATG STELLA ARTOIS 550 INTEGRAL;KIT ATG STELLA ARTOIS 550 INTEGRAL;90000331;90000331;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
