Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
ARCOR POOSH CHICLE HORTELA DISPLAY 200G.;APCHH DCPL200G.;27168;27168;False;True;False;730;;0,23000000417232513;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR POOSH CHICLE GUARANA DISPLAY 200G.;ARCHUGR DCPL200;27169;27169;False;True;False;730;;0,23000000417232513;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR POOSH CHICLE UVA DISPLAY 200G.;APCHUV DCPL200G;27182;27182;False;True;False;730;;0,23000000417232513;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR POOSH CHICLE MORANGO DISPLAY 200G.;APCHMG DCPL200G;27239;27239;False;True;False;730;;0,23000000417232513;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR FLICS CHICLE HORTELA DISPLAY 208G.;AFCHOT DISPLAY2;27183;27183;False;True;False;547;;0,25;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR FLICS CHICLE TUTTI FRUTTI DISPLAY 208G.;AFCHTF DISPLAY2;27185;27185;False;True;False;547;;0,25;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARCOR CHICLE TOPLINE TUTTI FRUTTI ENVELOPE 6,7G CX;ARCTF ENVELOPE6;27189;27189;False;True;False;540;;0,17000000178813934;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
UNIAO ADOC SUCRAL SACHE 600MG CX C/400;UNADOSUCR SACHE;26759;26759;False;True;False;730;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SUKITA LATA 350ML C12;"SUKITA  350ml ";9089;9089;False;True;False;0;1;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891149440603;C;;;;;
"CITRUS ANTARCTICA PET 1 5L CAIXA C/6              ";CITRUS ANTARCTICA PET 1 5L;10646;10646;False;True;False;0;1;9,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
"ANTARCTICA PILSEN LONG NECK 355ML SIX-PACK SHRINK ";"ANTARCTICA LONG NECK 355ML SIX-PACK SHRINK ";2566;2566;False;True;False;;1;13,5;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;C;;;;;
"H2OH CITRUS C/GAS PET 1 5 SHRINK C/06 NPAL        ";H2OH CITRUS PET 1 5 CX 6;11103;11103;False;True;False;0;1;9,25;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
"PEPSI COLA LIGHT LATA 350ML SH C/12 NPAL          ";PEPSI LIGHT LATA 350ML CX 12;9097;9097;False;True;False;;1;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
"GATORADE LIMAO PET 1L SH C/06                     ";GATORADE LIMAO PET 1L CX 6;11062;11062;False;True;False;;1;6,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
"GUARANA CHP ANTARCTICA PET 3 3 L SH C/04          ";GUARANA PET 3 3 L CX 4;1114;1114;False;True;False;;1;14,079999923706055;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;A;;;;;
"LIPTON LIMAO LATA 340ML SH CX12 NPAL              ";LIPTON LIMAO LATA 340ML CX 12;9099;9099;False;True;False;0;1;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
BRAHMA ZERO LATA CARTAO 350;LATA 350 ZERO BRAHMA;12949;12949;False;True;False;;10;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
GUARANA CHP ANTARCTICA DIET MIX BAG IN BOX 18L;"GUARANA DIET MIX BAG IN BOX 18L    ";2250;2250;False;True;False;0;1;19;False;False;False;Descartável;Produto Acabado;BAG - Piloto;;Brasil;True;7891991008921;;;;;;
"AGUA MIN PUREZA VITAL S/GAS PET 1 5 SHRINK C/6    ";AGUA PUREZA VITAL S/GAS PET 1 5 CX 6;10635;10635;False;True;False;0;1;9,260000228881836;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7896062800176;B;;;;;
"PEPSI 1L CINZA OW    ";PEPSI ONE WAY GARRAFEIRA 1L CX 12;13213;13213;False;True;False;;1;22,5;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;C;;;;;
"SKOL LNECK 250CLIPCX/24                           ";"SKOL LNECK 250CLIPCX/24                           ";10378;10378;False;True;False;0;10;10,319999694824219;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
"AGUA MIN PUREZA VITAL C/GAS PET 510ML CAIXA C/12  ";AGUA PUREZA VITAL C/GAS PET 510ML CX 12;10631;10631;False;True;False;0;1;6,829999923706055;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7896062800145;C;;;;;
"GUARANA ANTARCTICA BLACK PET 2L SHRINK C/6 NPAL   ";GUARANA BLACK PET 2L CX 6;13632;13632;False;True;False;;1;12,791999816894531;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
"TEEM PET 2L CAIXA C/8                             ";"TEEM PET 2L CAIXA C/8                             ";232;232;False;True;False;0;10;16,950000762939453;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
"GARRAFEIRA PLAST 24 GFA 300ML AZUL         ";"GARRAFEIRA PLAST 24 GFA 300ML AZUL            ";198213;198213;False;True;False;;;22,5;True;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
"PEPSI COLA PET 2L CAIXA C/8                       ";"PEPSI COLA PET 2L CAIXA C/8                       ";930;930;False;True;False;;10;17,200000762939453;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7891149100019;;;;;30;
Barril 30L;Barril 30;25548;25548;False;False;False;;;;True;False;False;Descartável;Produto Acabado;1000;;Brasil;False;;;;;;;
CHOPP COLORADO EMPORIO NEIPA BARRIL KEG 30L NPAL;CHOPP COLORADO EMPORIO NEIPA BARRIL KEG 30L NPAL;19328;19328;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
AGUA M S LOURENCO C/GAS PET 510ML CX C/6          <Aut.>;AGUA S LOURENCO C/GAS PET 510ML CX 6;12827;12827;False;True;False;;10;3,869999885559082;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
"SKOL LATA 550ML SHRINK C/12 ";LATÃO 550ml  SKOL;11110;11110;False;True;False;;1;7;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
AGUA M S LOURENCO S/GAS PET 1 26L CAIXA C/6;AGUA S LOURENCO S/GAS PET 1 26L CX 6;12933;12933;False;True;False;0;10;6,840000152587891;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
"AGUA M S LOURENCO S/GAS PET 510ML CX C/6          ";AGUA S LOURENCO S/GAS PET 510ML CX 6;12830;12830;False;True;False;0;10;3,197999954223633;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;C;;;;;
PLT PBR ( 1 )1X1 2;PLT PBR ( 1 )1X1 2;104195;104195;False;False;False;0;;;True;False;True;Retornável;AG;Marketplace - Piloto;;Brasil;True;;;;;;;
"SODA LIMONADA ANTARCTICA PET 2 5L CAIXA C/6  ";SODA PET 2 5L CX 6;1992;1992;False;True;False;0;10;16,299999237060547;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
SKOL ULTRA LT 310ML CX C/8 FRIDGE PACK;SKOL ULTRA LT 310ML CX 8;14058;14058;False;True;False;0;1;2,5199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
SKOL ULTRA LONG NECK 275ML SIX PACK CX04;SKOL ULTRA LN 275ML C/4;49265;49265;False;True;False;;10;4;False;False;False;Descartável;Produto Acabado;LONG NECK;;Brasil;True;;;;;;30;
SKOL ULTRA LN 275;SKOL ULTRA LONG NECK 275ML CX 24;14056;14056;False;True;False;;1;12,699999809265137;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BRAHMA EXTRA LAGER LONG NECK 355ML SIX-PACK SHRINK C/4;BC EXTRA LAGER LONG NECK 355ML CX24;14117;14117;False;True;False;;1;14;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;C;;;;;
BRAHMA EXTRA WEISS LONG NECK 355ML SIX-PACK SHRINK C/4;BC WEISS LONG NECK 355ML CX24;14120;14120;False;True;False;;1;13,899999618530273;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;C;;;;;
BRAHMA EXTRA RED LG LONG NECK 355ML SIX-PACK SHRINK C/4;BC RED LAGER LONG NECK 355ML CX24;14123;14123;False;True;False;;1;14;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;C;;;;;
BRAHMA CHOPP ZERO 300ML GFA;BRAHMA ZERO 300ML;14971;14971;False;True;False;0;10;6,480000019073486;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
AG BRAHMA 1/1;AG BRAHMA 1/1;90000102;90000102;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG ANTARTICA AZUL 1/1 INTEGRAL;AG ANTARTICA AZUL 1/1 INTEGRAL;90000103;90000103;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG CERVEJA LITRÃO INTEGRAL;AG CERVEJA LITRÃO INTEGRAL;90000104;90000104;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG CERVEJA LITRINHO CX 24 INTEGRAL;AG CERVEJA LITRINHO CX 24 INTEGRAL;90000107;90000107;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;30;
AG SKOL 300 ML;AG SKOL 300 ML;90000108;90000108;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;30;
AG GUA ANT 290ML INTEGRAL;AG GUA ANT 290ML INTEGRAL;90000111;90000111;False;True;False;;10;;True;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG SLA 290ML INTEGRAL;AG SLA 290ML INTEGRAL;90000112;90000112;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GUA DIET 290ML INTEGRAL;AG GUA DIET 290ML INTEGRAL;90000114;90000114;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG PEPSI 284ML INTEGRAL;AG PEPSI 284ML INTEGRAL;90000115;90000115;False;True;False;0;10;1;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG PEPSI TW 284ML INTEGRAL;AG PEPSI TW 284ML INTEGRAL;90000116;90000116;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GUA GFA VD 1L INTEGRAL;AG GUA GFA VD 1L INTEGRAL;90000117;90000117;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG PEPSI GFA VD 1L INTEGRAL;AG PEPSI GFA VD 1L INTEGRAL;90000118;90000118;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG LITRINHO CX 23 INTEGRAL;AG LITRINHO CX 23 INTEGRAL;90000119;90000119;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;30;
AG BARRIL 10L;AG BARRIL 10L;90000200;90000200;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 290ML BRAHMA VAZIA;AG GARRAFEIRA 290ML BRAHMA VAZIA;90000302;90000302;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 290ML ANTARCTICA VAZIA;AG GARRAFEIRA 290ML ANTARCTICA VAZIA;90000301;90000301;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 290ML PEPSI VAZIA;AG GARRAFEIRA 290ML PEPSI VAZIA;90000303;90000303;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 ANTARCTICA AZUL VAZIA;AG GARRAFEIRA 1/1 ANTARCTICA AZUL VAZIA;90000304;90000304;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 ANTARCTICA CINZA VAZIA;AG GARRAFEIRA 1/1 ANTARCTICA CINZA VAZIA;90000305;90000305;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 BRAHMA VAZIA;AG GARRAFEIRA 1/1 BRAHMA VAZIA;90000306;90000306;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 BRANCA VAZIA;AG GARRAFEIRA 1/1 BRANCA VAZIA;90000307;90000307;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 PRETA VAZIA;AG GARRAFEIRA 1/1 PRETA VAZIA;90000309;90000309;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA LITRÃO VAZIA;AG GARRAFEIRA LITRÃO VAZIA;90000310;90000310;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1 SKOL VAZIA;AG GARRAFEIRA 1/1 SKOL VAZIA;90000311;90000311;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA LITRINHO VAZIA;AG GARRAFEIRA LITRINHO VAZIA;90000312;90000312;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA LITRÃO VAZIA - LARANJA;AG GARRAFEIRA LITRÃO VAZIA - LARANJA;90000318;90000318;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA LITRINHO VAZIA - LARANJA;AG GARRAFEIRA LITRINHO VAZIA - LARANJA;90000326;90000326;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AG GARRAFEIRA 1/1  VAZIA - LARANJA;AG GARRAFEIRA 1/1  VAZIA - LARANJA;90000327;90000327;False;True;False;0;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
"WALS SESSION ONE WAY 600ML CX C/12 ARTE ";O.W 600ml c/12 SESSION WALS;14103;14103;False;False;False;;;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BRAHMA EXTRA LAGER 600ML GFA;BC EXTRA LAGER 600ML;14074;14074;False;True;False;;1;28;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149106332;C;;;;;
H2OH UVA C/GAS PET 500ML SHRINK C/12 NPAL;H2OH UVA C/GAS PET 500ML SHRINK C/12 NPAL;11627;11627;False;True;False;;;6,480000019073486;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
BOHEMIA ESCURA 550ML CX C/12 ED ESPECIAL;BOHEMIA ESCURA 550ML CX C/12 ED ESPECIAL;4730;4730;False;True;False;0;;28;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
LIPTON LIMAO LATA 340ML SIX-PACK;LIPTON LIMAO LATA 340ML SIX-PACK;7793;7793;False;True;False;;;2,1600000858306885;False;False;False;Descartável;Produto Acabado;1000;;Brasil;False;;;;;;30;
ST PAULI GIRL LAGER ONE WAY 355ML SIXPACK C/4;ST PAULI GIRL LAGER ONE WAY 355ML SIXPACK C/4;15792;15792;False;True;False;;;14;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
WALS NIOBIUM ONE WAY 375ML CX C/12 ARTE PAP;WALS NIOBIUM ONE WAY 375ML CX C/12 ARTE;14285;14285;False;True;False;;1;9,600000381469727;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;C;;;;;
MOUNTAIN DEW PET 1 5 SHRINK C/6;MOUNTAIN DEW PET 1 5 CX 6;14330;14330;False;True;False;0;1;9,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7892840803476;C;;;;;
"MESA JOGOS PLASTICO BRAHMA.  ";"MESA JOGOS PLASTICO BRAHMA.                       ";46559;46559;False;True;False;0;10;;False;False;False;Retornável;Almoxarifado/EPI;Moveis;;Brasil;False;;;;;;30;
"MESA BISTRO FUSION     ";"MESA BISTRO FUSION                                ";252510;252510;False;True;False;0;10;;False;False;False;Retornável;Almoxarifado/EPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"Conjunto de Mesa PEPSI COLA School Cook Plastico ";"Conjunto de Mesa PEPSI COLA School Cook Plastico  ";107440;107440;False;True;False;0;10;;False;False;False;Retornável;Almoxarifado/EPI;Moveis;;Brasil;False;;;;;;30;
"Conjunto de Mesa SKOL generico Plastico  ";"Conjunto de Mesa SKOL generico Plastico           ";110807;110807;False;True;False;;10;;False;False;False;Retornável;Almoxarifado/EPI;Moveis;;Brasil;False;;;;;;30;
"PEPSI COLA LIGHT PET 600ML CX12 NPAL ";PCL P60012NP;8927;8927;False;True;False;;10;7,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
"GUARANA CHP ANTARCTICA PET 2 25L CAIXA C/6 RET REP ";GUARANA CHP ANTARCTICA PET 2 25L CAIXA C/6 RET REP;14732;14732;False;True;False;;10;13,42199993133545;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
"PEPSI COLA PET 2 25L CAIXA C/6 RET REPET ";"PEPSI COLA PET 2 25L CAIXA C/6 RET REPET          ";14998;14998;False;True;False;;10;13,42199993133545;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
WALS QUADRUPPEL BARREL AGED ONE WAY 375ML CX C/12 ARTE;WALS QUADRUPPEL BARREL AGED ONE WAY 375ML CX C/12;14532;14532;False;True;False;0;10;9,699999809265137;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BRAHMA CHOPP LATA 350ML SH C/12 NPAL ANO NOVO;BRAHMA CHOPP LATA 350ML SH C/12 NPAL ANO NOVO;14536;14536;False;True;False;;10;4,489999771118164;False;False;False;Descartável;Produto Acabado;Classe Bebidas Ambev;;Brasil;False;;;;;;30;
COLORADO DEMOISELLE ONE WAY 600ML CX C-12 ARTE;COLORADO DEMOISELLE ONE WAY 600ML CX 12;14554;14554;False;True;False;0;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;7898925943075;;;;;;
COLORADO VIXNU ONE WAY 600ML CX C-12 ARTE;COLORADO VIXNU 600 ML OW 600ML CX 12;14556;14556;False;True;False;;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
COLORADO CARAMBREJA ONE WAY 600ML CX C-12 ARTE;COLORADO CARAMBREJA ONE WAY 600ML CX C-12 ARTE;14562;14562;False;True;False;0;10;13;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
KONA BIG WAVE GOLDEN ALE LONG NECK 355ML SIX-PACK CAIXA C/4;KONA BIG WAVE GOLDEN ALE LONG NECK 355ML SIX-PACK;14568;14568;False;True;False;0;10;14,5;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
HOEGAARDEN ONE WAY 330ML SIXPACK CX4 MERCADO ESPEC;HOEGAARDEN ONE WAY 330ML SIXPACK CX4 MERCADO ESPEC;12540;12540;False;True;False;;10;13,9399995803833;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SKOL BEATS SECRET LONG NECK 313ML SIX-PACK SH C/4;SECRET LONG NECK C/24;15130;15130;False;True;False;0;1;13,930000305175781;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;C;;;;;
ANTARCTICA PILSEN LATA 350ML CX CARTAO C/12 NPAL;ANTAR PILSEN LT 350ML CX CARTAO C/12 NPAL;13463;13463;False;True;False;;10;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
H2OH LNETO LT310 ml;"H2OH LNETO LT31 ";15317;15317;False;True;False;;1;2,1500000953674316;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;C;;;;;
BUDWEISER OW 600ML CX PAPELÃO;BUDWEISER OW 600ML CX PAPELÃO;14099;14099;False;True;False;0;1;12,079999923706055;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
DO BEM MATE LIMAO TETRAPAK 330ML CX12;DO BEM MATE LIMAO TETRAPAK 330ML CX12;16019;16019;False;True;False;0;1;4,5;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;C;;;;;
WALS BOHEMIA PILSEN ONE WAY 600ML CX C/12 ARTE;WALS BOHEMIA PILSEN ONE WAY 600ML CX C/12 ARTE;14111;14111;False;True;False;;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
LIPTON PESSEGO TETRA PAK 1L CAIXA C/12;LPPG TP1 CX12;899;899;False;False;False;;;13,199999809265137;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
MILLER LATA 350ML TWELVE PACK SHRINK;MILLER LATA 350ML TWELVE PACK SHRINK;974;974;False;True;False;;10;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;;;;;;30;
BOHEMIA OAKEN 550ML PAP CX C/12;BOH OAK 550MLCX;1720;1720;False;True;False;;10;13,800000190734863;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
SKOL LATA 350ML SH C/24 RODA;SK LT350SH24 RO;1904;1904;False;True;False;;10;8,899999618530273;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;;;;;;30;
PEPSI COLA LIGHT PET 2 5L CAIXA C/6;PEPSI COLA LIGHT PET 2 5L CAIXA C/6;1990;1990;False;True;False;;10;32;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
GUARANA CHP ANTARCTICA PET 1L CAIXA C/6;GUARANA CHP ANTARCTICA PET 1L CAIXA C/6;2329;2329;False;True;False;0;10;6,449999809265137;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
MODELO ESPECIAL ONE WAY PAP 355ML SIXPACK CX C/4;MODELO ESPECIAL ONE WAY 355ML SIXPACK CX C/4;15721;15721;False;True;False;;10;14;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
"GUARANA ANTARCTICA BLACK PET 237ML SHRINK C/12 ";GUARANA BLACK PET 237ML CX 12;15472;15472;False;True;False;;10;3,25;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
BRAHMA CHOPP LT 473ML SH C/12 NPAL ATLETICO MG;BRAHMA LT 473ML ATLETICO CX 12;12716;12716;False;True;False;;10;5,909999847412109;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891149104727;;;;;;
BRAHMA LIGHT LATA 350ML TWELVE PACK SHRINK;BL LT TPS;3122;3122;False;True;False;;10;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;;;;;;30;
BRAHMA CHOPP ONE WAY 300ML CX C/24 GFA;BRAHMA CHOPP ONE WAY 300ML CX C/24;3803;3803;False;True;False;;10;13,270000457763672;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149104376;;;;;30;
